word, count
Issaran-epuš,1
Nergal-kenu-uṣur,1
Uazaru,1
Quqi,1
Dikaniaya,1
Ihniatka...,1
Nitayahati,1
Atkalanni,1
Suaʾli,1
Itti,1
sakikkû,1
Nabu-šakin-šulmi,1
ušburrudû,1
Kakkab-rēš-šatti,1
Muqquru,1
Zabbanu,1
Šarru-kettu-iram,1
Handa-asiri,1
Arbaga,1
Manini,1
Šamulu,1
Hanṭu,1
Arzizu,1
Abi-štamba,1
Ištakiparri,1
Akkad,1
ayyaru,1
sādu,1
šappu,1
tirimtu,1
sussullu,1
sibkarû,1
masabbu,1
kumāru,1
Pillataya,1
Palil,1
šibirtu,1
sabbubu,1
Hasumu,1
sikkūru,1
ša-muhhi-nīri,1
gumʾu,1
udāti,1
sappāru,1
hašhūr-api,1
Issar-bit-Kidmuri,1
Belet-balaṭi,1
pinnu,1
tikku,1
Qurbu-nešmuša,1
Parišat-pale,1
humbabītu,1
šimmatu,1
piṣṣu,1
ṣapû,1
ūsu,1
ša-qabli,1
urê,1
litku,1
Milki-Issar,1
Bel-usati,1
kammu,1
Ibnutu,1
SI.DU3,1
MIN,1
Gilgameš,1
Kakku-sakku,1
PI-Uri,1
Arrabu,1
Šulpaʾe,1
magru,1
asarru,1
naṣraptu,1
Bit-Adad-leʾi,1
Teʾdi,1
Kahat,1
Sune,1
Tuphan,1
Kar-Aššur,1
Hubtu-Aššur,1
ša-pān-bābi,1
sapīnatu,1
išhu,1
hillu,1
nēbahu,1
ša-kurrēšu,1
ša-ṣallēšu,1
ša-halluptīšu,1
maldadu,1
ša-pān-ša-šadādi,1
ša-huppānīšu,1
ṭumânu,1
aqqabu,1
Issar-riši-remu,1
sinku,1
ṣippu,1
taskarinnu,1
Bit-Šeruʾa,1
malīlu,1
Dur-Issar,1
Balaṭ,1
Alu-ša-mar-šarri,1
Kar-Adad,1
Ša-Nabu-izzaz,1
zimzimmu,1
saplu,1
namzītu,1
buṣinnu,1
Aššur-šallimanni,1
Ilani-ereš,1
alluttu,1
gabudu,1
mutqītu,1
Armāyu,1
Aššur-etel-šame-erṣeti-muballissu,1
Sallat,1
barmu,1
karān-hāli,1
tanūku,1
hallu,1
mašak-arrabi,1
wabru,1
Ṣurru,1
palšu,1
abašmû,1
mekku,1
gišimmaru,1
ašgigû,1
sangilmud,1
girimhilibû,1
aban-bāšti,1
muštashiptu,1
ayyartu,1
sû,1
anzahhu,1
immanakku,1
LAGAB.UD,1
bahrê,1
aban-râmi,1
zalāqu,1
minītu,1
Ṭab-šar-Sin,1
Nabu-nurka-lamur,1
Danuni,1
Dan-Uruk,1
Šamaš-ballissu,1
Basayu,1
Eqayu,1
Šurši,1
Ubanša-naʾdi,1
Aya-aha,1
Hulbuna,1
Amur-ilut-Aššur,1
ṣabītu,1
zazabtu,1
Balṭaku-ammur,1
ripītu,1
kamēšu,1
habrû,1
hiāqu,1
qinnītu,1
maršu,1
qersu,1
ginisû,1
hazīqatu,1
Abbutu,1
Magašu,1
buginnu,1
kūru,1
Aššur-aplu-lešir,1
mayyālu,1
hayyattu,1
tēqītu,1
mašaddu,1
kutāhu,1
tapsû,1
šuršudu,1
sassu,1
rapqu,1
kurkurru,1
burrumu,1
sidāte,1
tamarzu,1
kubbusu,1
kubtu,1
Bit-Iba,1
ṣerret-šamê,1
Urra,1
maštilû,1
murrānu,1
kursiu,1
mahraṣu,1
takšû,1
maksūtu,1
ša-karni,1
ša-zubbi,1
Ubite,1
šarqūtu,1
Bubu,1
šimiššalû,1
nikiptu,1
kurdinnu,1
kurkanû,1
buṭnānu,1
hašiānu,1
ballukku,1
qanû-ṭābu,1
burāšu,1
Yamanaya,1
Ahi-sapa,1
ša-pīlīšu,1
sussu,1
tinūru,1
marratu,1
šarābu,1
Aššur-ahhe-eriba,1
puṭūru,1
kandu,1
Šamaš-uballiṭ,1
naphar-murṣi,1
alallu,1
turminû,1
šadânu,1
Padu-il,1
Arqaya,1
Mania,1
Ila-nasaka,1
Yatiʾe,1
Hammeašti,1
Ter-ilaʾi,1
Yusiq-il,1
Ila-ramu,1
Qalqalayu,1
Ahi-lidi,1
Yasubaya,1
Arzizaya,1
Saggil-kenu-ubbib,1
Gannanati,1
šabbušu,1
gubla,1
Bel-kabti-ahhešu,1
matīma-ūmu-rūqu,1
šarru-ana-dīni-lā-iqūl,1
ezēzu,1
Namzitarra,1
Hammu-rapi,1
tudittu,1
gubību,1
gišburru,1
Marʾat-šari,1
sabūbu,1
naphu,1
Šumma-yābil-uzni-kurri,1
Šumma-yābilu-imbâ-ilsi,1
namburbû,1
izbu,1
nigdimdimmû,1
kataduggû,1
ana-Anunnaki-paqādi,1
Bit-abu-ilaʾi,1
Qanunu,1
nakbasu,1
ušû,1
upnu,1
Šala,1
Šukurgallu,1
zātu,1
quqqullu,1
Ṣurraya,1
Aramiš-iqbi,1
saʾʾu,1
šaddu,1
nēmel,1
kâṣu,1
mungu,1
qan-ṭuppi,1
šabsūtu,1
mušēniqtu,1
maštaku,1
elmēšu,1
hangāru,1
aggu,1
qiltu,1
kalappu,1
kizirtu,1
qutru,1
pušhu,1
habūnu,1
zīqtu,1
sapānu,1
sarsarru,1
naqallulu,1
anqullu,1
hatāpu,1
haʾūtu,1
zarāqu,1
pāqu,1
gaṣṣiṣu,1
kurṣiptu,1
lalû,1
riāšu,1
sehû,1
halpatu,1
tallu,1
giṣṣu,1
šebēru,1
amurdinnu,1
napāšu,1
gilšu,1
armannu,1
tulû,1
hilpu,1
unnu,1
usātu,1
ištaru,1
sapāku,1
ṣabāru,1
mīrānu,1
ṭullumâ,1
qābītu,1
ēpištu,1
hubburu,1
ballu,1
šurbubu,1
galālu,1
šiṭru,1
igib,1
ēdu,1
zenû,1
ṣipputu,1
šiālu,1
tukultu,1
kimṣu,1
tiāmtu,1
huršānu,1
ṣētu,1
anhu,1
šudlupu,1
hurrudu,1
dāru,1
Gamuzanu,1
Šamaš-deni-amur,1
pargānīu,1
Dahasa,1
Ulanna,1
Uda,1
Attia,1
Amqarruna,1
Tillaya,1
Paddiraya,1
Kaldayu,1
Larsa,1
Kullab,1
Marad,1
Sahrina,1
Apšu,1
Eridu,1
Tilmun,1
Mat-Masenni,1
Mat-Rab-šaqe,1
Kar-Nergal,1
Kar-Enlil,1
Hilakku,1
Pilistu,1
Šibartu,1
Isqaluna,1
Udumu,1
Ammana,1
Mada,1
Saʾarru,1
Mat-tamti,1
Muṣur,1
Imgur-Illil,1
Šišlu,1
Suru-Nurani,1
Karaš,1
Kamanate,1
Ukumu,1
Inurta-gamil,1
Banunu,1
Utukkū-lemnūtu,1
Pirʾu,1
Ganabu,1
Tamranu,1
Gublaya,1
Arnaba,1
Seʾ-aplu-iddina,1
Sagibu,1
Il-abad,1
Mari-Til-Wari,1
Il-Seʾ-milki,1
Seʾ-napi,1
Dimmeti,1
Adi-mati-ilu,1
Kapar-Bel-abuʾa,1
Duma,1
Šer-dala,1
Luba-Našhu,1
Yanata,1
Našuh-samaʾani,1
Gaduʾata,1
Hasame,1
Il-šumki,1
Akuʾanu,1
Šer-manani,1
šaššūgu,1
Yanibir-Ṣuhuri,1
Mušallim-Našhu,1
Han-dada,1
Kapar-Ana,1
Piraʾa,1
Kapar-Gurraba,1
Dur-Nabu,1
Galali,1
Dadi-dilini,1
Magrisu,1
Hanpašanu,1
Mannu-yadiʾ,1
Kapar-Bir-Hanuni,1
Attar-šumki,1
Kapar-Kaparu,1
Seʾ-nuri,1
hilēpu,1
Nušku-duri,1
Kapar-Arrizu,1
Suraya,1
Il-naqami,1
Asanunu,1
Šar-ilani-il,1
Uadi,1
Il-bana,1
Harima,1
Našuh-dimri,1
Il-natan,1
Kapar-Adallal,1
Hinni,1
Risaya,1
Badani,1
Adda-lukidi,1
Issa,1
Aynata,1
Ṣaidina,1
Ina-Bir-manʾat,1
Sagib-Dadi,1
Il-paʾal,1
Ribit-Remanni-ilu,1
Gabri-il,1
Il-gabri,1
Nabu-ladi,1
Seʾ-yababa,1
Našuh-gabri,1
Kakuspi,1
Artalanu,1
Titi,1
Aya-Bulu,1
Adda-suri,1
Erisu,1
Mannu-ka-Dadi,1
Inurta-ereš,1
Nušku-leʾi,1
Inurta-uṣalli,1
Quni,1
Ilaʾi-abi,1
Il-milki,1
Panzi,1
Bisa,1
Aya-halu,1
Husaza,1
In-Issar,1
Hanati,1
Kapar-Šuga,1
Hadattu,1
Kapar-Laqe,1
Mannu-ki-Seʾ,1
Kamanu,1
Kapar-Adda-biʾdi,1
Ša-la-Bel-mannu,1
Kapar-Remanni-ilu,1
Ilu-bani,1
kubbulu,1
Ilassu,1
Huniṣa,1
Garida,1
Ahi-nagi,1
Il-nagih,1
Yamanya,1
Našuh-manani,1
Dadi-habi,1
Seʾ-hari,1
Huniṣu,1
talmīdu,1
Adda-biʾdi,1
Samunu-aplu-iddina,1
Harbat-ilaʾi-Bel,1
Tinia,1
Seʾ-dikir,1
Samsi-yabi,1
ešrētu,1
Yasume,1
Adda-sala,1
Sake-milki,1
Šamiku,1
Azizu,1
Šeria,1
Našuh-lawani,1
Hambussu,1
Il-aqab,1
Kapar-Suri-Bal,1
Attar-biʾdi,1
Il-malak,1
Kapar-Teʾer,1
Našuh-sagab,1
pūṣāya,1
Suri-ramu,1
Alikina,1
Ahriye,1
Tela-il,1
Gabmuri,1
Mannu-ki-našuh,1
Kapar-Hamu,1
Tinuni,1
Kapar-Akaru,1
Piruʾayu,1
Seʾ-šumki,1
Našuh-iddina,1
Kapar-Lahe-il,1
Bir-nari,1
Idri-li,1
Mannu-la-amini,1
Aktur-la-Našhu,1
Šer-ilaʾi,1
Bel-Harran-idri,1
Kapar-Qarihi,1
Gadise,1
Alu-ša-marʾat-šarri,1
Šumma-tašezib,1
Kubabu-šallimanni,1
Barbaranu,1
Mannu-ki-niše,1
Zabdanu,1
Saʾila,1
Aqar-Aya,1
Tariba,1
Imbuʾa,1
Sullumu,1
zakkāru,1
Mugallu,1
Temanaya,1
karašu,1
kamūnu,1
Idri-ahati,1
Kundaya,1
šūši,1
Kapar-Bise,1
Kapar-ikkari,1
Kapar-Akkullani,1
Ahiya-qamu,1
Minu-laqbi,1
Tattapha,1
Uṣi-Hanša,1
Hur-tibu,1
Puṭi-Huru,1
Ṣumaššeri,1
Puṭi-Mani,1
Kurara,1
Eša-rṭeše,1
haṣṣinnu,1
Papamaya,1
ursūtu,1
bāʾiru,1
Šumma-Adad,1
Marduk-iqbi,1
kutīmu,1
Kapar-Kuṣur,1
Kapar-Qiqi,1
Bambuki,1
Harbina,1
Gilsanu,1
Zinbanu,1
Gulsunu,1
Hubaba,1
Napissu,1
Ebirne,1
Karme,1
Al-nukaribbi,1
Salli,1
Minu-ahṭi,1
Niramayu,1
Haṭuku,1
Timbunaʾyu,1
Tikasu,1
Diasia,1
Urita,1
Ṣihati,1
Mannu-lu-zitti,1
quppu,1
Bel-mušallim,1
Babili-lumur,1
Sulilu,1
Ana-kaša-atkal,1
Nabu-apil-kumuʾa,1
Nabu-tešu-balliṭ,1
Ana-mini-allak,1
Badi,1
Iqbi-Issar,1
Uraya,1
Abi-Aia,1
diānu,1
Dawli,1
Ṭubu-salumu,1
Bet-Adad,1
Baltunu,1
Amuṣu,1
Ilu-ušabši,1
Tupha,1
Sarpi,1
Kubabu-naṣir,1
zunzurahhu,1
Ququʾa,1
Zababa-iškun,1
Zanduru,1
Aššur-kallimanni,1
Gurudu,1
Issar-šumu-kinni,1
La-tubašanni-ilu,1
Ša-Aššur-anenu,1
Sin-eriba,1
Ilaʾi-idri,1
Bissunu,1
Bir-amma,1
Bel-apkal-ilani,1
Hanṭasanu,1
Išme-ilu,1
Sin-duri,1
Ahu-ilu,1
Buzi,1
Kitipata,1
Giki,1
targumannu,1
Adda-kupa,1
Mar-Šamaš,1
Kar-Tukulti-apil-Ešarra,1
Zaliayu,1
Quili,1
Sarsa,1
Ṭurusu,1
Ginnaya,1
Tutammu,1
Kuzayu,1
Rama-Adda,1
Halimusu,1
Arbaṣina,1
Aburu,1
Karallayu,1
Tite,1
Naqabayu,1
Litiru,1
Sakan-Dadi,1
Kapar-Itiri,1
Sani,1
Quradu-ereš,1
Hawe,1
Bel-aplu-eriba,1
Mullissu-tuballiṭ,1
šullupu,1
yanussu,1
Zeru-lešir,1
Ahheʾa,1
Ahhešu,1
Yadiʾ-il,1
Mannu-yari,1
Kunzabanu,1
Nabu-mušabši,1
Bel-ahhe-eriba,1
Saranu,1
Abdi-Azi,1
Qurdi-Mullissi,1
Arzaya,1
Tabnea,1
Ilu-eṭir,1
Gahal,1
Itti-Marduk-balaṭu,1
Šapik-zeri,1
Šumu-libši,1
Bit-Lugal-Erra,1
Babu-ereš,1
Bel-eṭera,1
Ša-pi-Bel,1
Egibi,1
Išhara,1
dāpiʾu,1
nayābu,1
Remut-Gula,1
Qunnabatu,1
Inqaya,1
Kullaya,1
Adirtu,1
Bittu,1
Urdu-Nergal,1
Hari,1
Kidin-Marduk,1
Belassunu,1
Maqartu,1
šutummu,1
Gagaya,1
Idduʾa,1
Nabu-šumu-imbi,1
Marduk-pirʾu-kaʾʾin,1
Nabu-mušezib-napšati,1
Nabu-nadin-zeri,1
Nabu-kaṣir-šumi,1
Nabu-pirʾu-lilbur,1
Marduk-bani-zeri,1
Issar-uzuznaši,1
Issar-tuklat,1
Balṭi-šarrani,1
Uzna,1
Nikkal-gimri,1
Sarballi,1
Urkittu-abu-uṣri,1
Marta-rape,1
Ahut-milki,1
Amat-Bel,1
Tašmetu-šarru-uṣri,1
Uya,1
Hasuata,1
Abnana,1
Susuʾa,1
Bi-Dadi,1
Ahhutanu,1
Abilate,1
Haldia,1
Buša,1
Ṭuwa,1
Qablit,1
Bel-ili-balliṭanni,1
Qarena,1
Gurrunayu,1
Ilge,1
Kull-ki-il,1
Barhalzayu,1
Sinaʾini,1
Nuniba,1
Bulli,1
Yazinu,1
Kakkabnaše,1
Qarti-Haldi,1
Bel-šarru-iram,1
Belet-abu-uṣri,1
Barzia,1
Haldi-ereš,1
Buramma,1
Arbuna,1
Mudammiq-Adad,1
Haba,1
Dabibi,1
Kuzub-Issar,1
Barhu,1
Ubru-apli,1
Irbayu,1
Dunnate,1
Dibirati,1
Adad-bessunu,1
Abdu,1
Tamarana,1
Ṣaidini,1
Zermahu,1
Qarramu,1
Šadahinini,1
Illil-iddina,1
Adad-iqiša,1
Nudimmud-bani,1
Dayyan-Adad,1
salītu,1
qurruhu,1
yanūqu,1
Bakka,1
mašʾu,1
Zarhi-il,1
Gaya,1
Nabu-karṣi-ubaš,1
Yataʾ,1
Luppu,1
Bel-taklak,1
Šakiru,1
Ṣela,1
Kalhayu,1
Apiani,1
Barbiru,1
Kišessim,1
Sukur,1
Mannu-lušezib,1
Ina-Esaggil-gapšat,1
Nanaya-šarrat,1
Nur-ili,1
Ammaya,1
Hudada,1
marû,1
Kapar-Kansi-Issar,1
Padi-Bel,1
Ha-bassi,1
Edayu,1
Šeʾi-Issar,1
iškūru,1
zurzu,1
tubāqu,1
hāliptu,1
Bel-labur,1
raqqûtu,1
sāhiru,1
armu,1
Kurbailayu,1
mesukku,1
egru,1
Ubru-Nanaya,1
tarlugallu,1
ṣūdu,1
umšarhu,1
sinnutu,1
ṣuṣūnu,1
Sategille,1
Daduru,1
Šadina,1
kiššanu,1
kabiluku,1
Baʾal-mani,1
Bene,1
Ubadi,1
Bariki,1
Labanu,1
Baruhu-il,1
Enlil-šumu-imbi,1
KUL-hazate,1
šutû,1
Biduʾa,1
Il-hari,1
Nergal-nadin-ahi,1
Marduk-bani-ahhe,1
Paraʾu,1
Bel-šarrani,1
Nabu-gabbu-ileʾʾi,1
Bani-Nabu,1
Hasutu,1
Seʾ-lanṭuru,1
Zaganu,1
Zammamutu,1
Apliku,1
Upaqa-ana-Aššur,1
Mari-liʾti,1
Šamaku,1
Kudu,1
Sambi,1
Lillu,1
Hamatayu,1
awīltu,1
Yabibe,1
Mullissu-iddina,1
ša-urāni,1
Bite,1
Hurea,1
gazzu,1
matnu,1
Bazazanu,1
abul-tabīra,1
Nabu-kumuʾa,1
Nabu-išdiya-kaʾʾin,1
Arbailaya,1
qatinnūtu,1
šāhu,1
ganūnu,1
qarrātu,1
ša-rēšūti,1
Qibit-Aššur,1
Kassupu,1
Kapar-Qurdi-Aššur,1
Harbat-niari,1
Kapar-Šumma-ilaʾi,1
Ṣuṣanu,1
Bit-Ṣuṣani,1
Kadišhu,1
Alu-ša-raṭatišu,1
Hazanu,1
Dame,1
Alu-ša-habišu,1
Til-kunaši,1
Šibara,1
Dayan-Šamaš,1
Lahzi-il,1
Ammanayu,1
Aradu,1
Adad-mušammer,1
Nabu-lada,1
Bab-burti,1
Bit-ili,1
Palil-naṣir,1
Bit-Adad,1
Dayan-Inurta,1
Urakka,1
Suena,1
Kapar-Ṣilli-Bel,1
kubur-ahi,1
Aššur-etel-ilani-mukin-apli,1
ruʾāmu,1
tākilu,1
Raʾimtu,1
enēnu,1
ša-endīšu,1
ērib-bīt-ili,1
Nergal-šumu-iddina,1
Mannu-deʾiq,1
Nabu-maqtu-šatbi,1
dandannu,1
pādû,1
kamû,1
simmu,1
lazzu,1
Inurta-mutaqqin,1
Arzabutu,1
mummu,1
ešriātu,1
Daninu,1
Naʾdi,1
Šabarme,1
Nur-Issar,1
Amurru-naṣaba,1
Bakiša,1
Yau-idri,1
Mullissu-duri,1
Bazitu,1
Rahimi-Adda,1
Seʾ-suri,1
Ilu-eppaš,1
Banna,1
Sukkitu,1
Ṣuṣu,1
Hanzaba,1
Asa,1
Matiʾi,1
Ammi-rapiʾ,1
In-ili,1
Šamgayanu,1
Pišatti,1
Hiṭubarra,1
Banitu-ayali,1
Damqaya,1
Raʾimti,1
Adda-̣ṭalli,1
Šulmu-birati,1
Andita,1
Kapar-Nabu-naṣir,1
Šarri,1
Adda-ana,1
Nazibiri,1
Yarhi,1
Zabarra,1
Kašiyeri,1
Sambuk,1
Alu-ša-kubšatešu,1
Al-susani,1
Darraska,1
Bit-Urbiru,1
Asayati,1
Belet-naʾdat,1
Milyaba,1
Bab-Hamri,1
Al-Qabasi,1
Gura,1
Kummayu,1
Zaban-iddina,1
Ili-atkal,1
Kapar-Remutti,1
Bassuna,1
Kapar-Nuni,1
Anduli,1
Asihu,1
Hiri-ahhe,1
Astananu,1
Mannu-ki-Adda,1
Natini,1
Kašpu,1
Yadaʾi,1
Barzaništa,1
Til-zani,1
Manni,1
Absiyayu,1
Atunayu,1
Ispallure,1
Issar-namari,1
Qumanayu,1
Kapar-Ilu-ṣale,1
Hadia,1
Aya-ṭaba,1
Hanṣi,1
Kettira,1
Adad-eriba,1
Ardizi,1
Il-hinni,1
Til-halulina,1
Remanni-Marduk,1
Ilu-libši,1
Abi-salamu,1
Hašdanu,1
Al-siraše,1
Bit-Adad-ereš,1
Kapar-Nabu,1
Mušallim-ilu,1
Kapar-Mannu-lu-ahuʾa,1
Abi-Aya,1
Ilu-zunu,1
Al-raʾani,1
Šamaš-qana,1
Irinnih,1
Adad-milki-ereš,1
Dur-Nanaya,1
Al-Bel-iqbi,1
Itti-Adad-ahhutu,1
Ṣalmuti,1
Bazre,1
Zukaya,1
Labudu,1
Kapar-Šumma-šarru,1
Ṭuyaʾti,1
Urdanu,1
Pisandi,1
Madbarayu,1
Tuṣaṣu,1
Igilu,1
Barihtu,1
Samharayu,1
Pasti,1
Diati,1
Til-harrapina,1
Kar-Issar,1
Šarru-iddina,1
Diqukina,1
Ṣibit-ali,1
Attar-hutni,1
Aba,1
Urdu-Belet,1
Samsi-nuri,1
Pilaqqu,1
Abida,1
Yatma,1
Qurdi-Issaran,1
Danduru,1
Asalluhi-abu-uṣur,1
Al-tukla-niše,1
sēpû,1
ṣāhitu,1
Kubabu-ubri,1
Rehtu-ana-Marduk,1
Dagan-abi,1
Gir-Baʾal,1
Angulu,1
Šibše,1
Irbi-Haldi,1
Arhe,1
Abatte,1
Tina,1
Qatar-il,1
Harihumba,1
Baduʾa,1
Dur-Šamaš,1
Hanigalbat,1
galultu,1
Mar-yababa,1
berqu,1
Belet-ekalli,1
lubāru,1
kiškattû,1
mušarkisūtu,1
ša-zizibēšu,1
kāpir-diqāri,1
atkuppu,1
mār-amat-ēkalli,1
ša-billīšu,1
ša-halluptīšunu,1
ša-gabêšu,1
Hamudaya,1
Sirganaya,1
Yalunaya,1
Harṭunaya,1
Azallaya,1
Qatnaya,1
Namraṣit,1
šanānu,1
rēmēnû,1
mutnennû,1
Elumu,1
šurqu,1
ikkibu,1
nulliātu,1
palāsu,1
katmu,1
eššūtu,1
etellu,1
hadîš,1
edēšu,1
narāmtu,1
abātu,1
munawwiru,1
uklu,1
ekēlu,1
ittu,1
arhussu,1
sakāpu,1
Egašankalamma,1
elēṣu,1
kurunnu,1
ṣummuru,1
bursaggû,1
Girra,1
Sebettu,1
Mušallim-Inurta,1
Bit-̄šašširi,1
Sa-abu,1
Ahi-Nanaya,1
Adad-bani,1
Izaldi,1
Matiʾ-Adda,1
Simsimanu,1
Dannu-karṣi,1
Qarnaya,1
Ubru,1
Palil-epuš,1
Nania,1
Takkulu,1
Eriba-Issaran,1
Edu-uṣur,1
Urruda,1
Hesayu,1
Tunia,1
Ahu-riba,1
Adad-iddina,1
Samsaya,1
Pilaqqa,1
Šamaš-bani,1
Babaya,1
Inurta-leʾi,1
Issar-gimilli,1
Aia-halu,1
nēmettu,1
rubûtu,1
nidûtu,1
lēʾû,1
Ninmenanna,1
Maganuba,1
dimtu,1
qerbetu,1
tawwertu,1
malku,1
ayyumma,1
palkû,1
liwītu,1
būlu,1
riggatu,1
kanku,1
mušarrihu,1
elēlu,1
Riṣiṣu,1
šuklulu,1
âru,1
šupêltu,1
sikiltu,1
zīmu,1
ruššû,1
elṣu,1
yâti,1
birimtu,1
pāṭu,1
urruhiš,1
hašāhu,1
dayyānūtu,1
mithāriš,1
kirbānu,1
Šumma-Aššur,1
Nergal-iddina,1
Iddin-Aššur,1
Zaba-ahu-iddina,1
Zarpanitu,1
Esaggil,1
karû,1
zaqtu,1
neqelpû,1
Šaraššu,1
Šep-Šamaš,1
muqqelpītu,1
Dunabu-Enlil,1
Tanat,1
Saʾrarina,1
Zaqqu,1
Dunnu-equ,1
UDU.SI.LUH,1
kuruppu,1
maṣhatu,1
anzû,1
ṣurāru,1
utru,1
Kapar-Qana-il,1
Kapar-Yaqiri,1
Isitati,1
Kapar-Saʾili,1
Ṣilganga,1
mumtalku,1
mušaklilu,1
parṣu,1
šuluhhu,1
lamassu,1
lā-epištu,1
ešītu,1
sahmaštu,1
inūšu,1
apsû,1
šamāhu,1
šāpiku,1
Igigi,1
Anunnaki,1
pātiqu,1
erme-Ani,1
kullatu,1
dadmū,1
burūmû,1
mušīmu,1
igigallūtu,1
šutlumu,1
šūluku,1
nagbu,1
gabadibbu,1
zaqāru,1
huršāniš,1
pattu,1
ša-tēlilti,1
nibītu,1
inbu,1
kilīliš,1
Taʾallu,1
Yaluzu,1
Nabu-leʾani,1
Balṭaku-ammar,1
Nabu-šulmu-amur,1
Nabu-kašir,1
Nabu-kenu-uṣur,1
Kin-zeru,1
Hanabaʾ,1
Pirahu,1
Lidbubu-lipušu,1
Nabu-šabši,1
Haruranu,1
Napusi,1
Uqayaqi,1
tīru,1
nannābu,1
Inurta-naʾdi,1
Nergal-šumu-lešir,1
Aššur-duri,1
Mutaqqin-ahhe,1
Aššur-dur-paniya,1
Bab-Aššur,1
bāb-Šamaš,1
bāb-Diglat,1
siptu,1
kukku,1
baltu,1
ašāgu,1
pappāsu,1
šālipu,1
salqu,1
burzibandû,1
Bit-Labria,1
Buqu,1
Bit-Tapputi,1
Lugunu,1
šūšu,1
Šazanuri,1
Kagapnišu,1
Hambatia,1
Ea-šarru,1
hayyāltu,1
Adda-naṣaba,1
Gabri,1
buqurrû,1
muškēnu,1
Belet-Ninua,1
erṣetu,1
temēru,1
bīt-asakki,1
qarrādu,1
šibṭu,1
perʾu,1
ṣubātu,1
zīzu,1
mār-šāqê,1
Ahhe-damqu,1
Issi-Urkittu-libbi,1
Kapar-šukkalli,1
Adumu,1
Baʾal-haluṣu,1
Sin-šarru-iškun,1
niṭlu,1
Harṣu,1
Inurta-eriba,1
Kapar-Mallaṣi,1
Nabu-nashir,1
šērtu,1
azugallatu,1
dappinu,1
Turrukšu-iṣah,1
ālik-pāni,1
Lipit-Issar,1
Aššur-balliṭ,1
Parnua,1
Mullissu-šazizinni,1
Kar-kaldayu,1
Aššur-maqtu-šatbi,1
Bit-Ibla,1
Nabu-salim,1
Abassa-naʾʾid,1
Suranu,1
Yali,1
inūma,1
šigūšu,1
nigûtu,1
šēhtu,1
šēru,1
gurnu,1
āmeru,1
allu,1
Kabar-Dadi,1
Nasra,1
Miniwi,1
Bir-Yatate,1
Našuh-suri,1
Nušku-ayali,1
Šer-barakka,1
Anu-nuri,1
Mugara,1
Seʾ-ita,1
Il-qatar,1
Alli,1
Inurta-šumu-iddina,1
Dadi-qatar,1
Bel-Harran-ili,1
Urasu,1
Seʾ-lawani,1
Bi-qatar,1
Salamu-annu,1
Bi-Nanaya,1
Halzaya,1
mahhūtu,1
ēlû,1
qīru,1
kisibirrītu,1
Gabsi,1
La-ahṭi-ana-ibri,1
Bur-Zinani,1
Tukulti-Aššur,1
Sin-šallim,1
Dayan-Marduk,1
Babu-ahu-iddina,1
Illaya,1
Puṭu-šisi,1
Halabese,1
Dadu,1
Remanni-Illil,1
Eribua,1
Ahu-ṭabu,1
Ila-eriba,1
Aṣal-Iau,1
Zanbayu,1
Aya-ahi,1
Inurta-sukki,1
Šep-Inurta-aṣbat,1
Nabu-bani-šarri,1
Iqbi-ilani,1
Nabu-eribanni,1
Seʾ-habi,1
Arnubu,1
Silimu,1
Bel-uṣalli,1
Ayakki-ibni,1
Burtayu,1
Abi-Huru,1
Aya-šarru-ibni,1
Šarru-nadin-ahhe,1
Adi-mati-Nabu,1
ša-erêšu,1
Abdaya,1
Al-hapi-mepi,1
harimtūtu,1
Uta-Huru,1
Hasa,1
Mitunu,1
Habara,1
Gabšuete,1
Mullissu-metu-balliṭ,1
Ilaʾi-Adad,1
Il-ili,1
Auianu,1
Qurqusia,1
Bariku,1
Tamurṭiše,1
Haqu-neši,1
Ši-eše,1
Šamaš-šallim-ahhe,1
Šumma-tazib,1
Dan-Adad,1
Ilumma-lidgul,1
Issar-šarru-ibni,1
Quli,1
Gula-šumu-ibni,1
Mušallim-Marduk,1
qatānu,1
Su-Baʾal,1
Qurdi-Dadi,1
Mušallim-Adad,1
Seʾ-uri,1
Našuh-qati-ṣabat,1
Zubi-ṣidqi,1
Sara-il,1
Mudadi,1
Hatinu,1
Kubabu-eriba,1
Qidri,1
Apladad-naʾdi,1
Ṣanṣuru,1
Šumma-ilaʾi,1
Bel-ilani-mannu,1
Ṭab-šar-Arbail,1
Mukin-Aššur,1
Minu-ahṭi-ana-ili,1
Našuh-ayali,1
entu,1
Hatpi-Munu,1
Šulmu-Aya,1
Adad-nadin-ahi,1
Adad-šimanni,1
Hubabayu,1
Quya,1
Nabu-deni-amur,1
Ahi-larim,1
Nabu-kudurri-uṣur,1
Kurbailaya,1
Bel-lihkim,1
Abu-ina-ekalli-lilbur,1
Dur-ahhešu,1
Ṭuri-baltu,1
Yatanu,1
Aššur-abu-uṣur,1
šalāšiu,1
Sun-Issar,1
Bani-ahuʾa,1
Taballua,1
Takilat-Arbail,1
Šulmu-Issar,1
Remut-Bel,1
Saklu,1
Hazianu,1
Nabu-dan,1
Ugine,1
Aya-kettu-iqbi,1
Sin-šumu-ibni,1
Muškenu-la-ahi,1
Tuqun-Issar,1
Urriha,1
Ah-abi,1
Ubru-Madanu,1
Ramman-ramu,1
Belet-isseʾa,1
